k,silhouette_score,inertia
2,0.37490906074456803,129.8879454930418
3,0.30276586677271483,96.1317141626046
4,0.3048966636912093,74.34056983182941
5,0.27281916515494453,63.097110550642654
6,0.2365817859540893,54.4685157385264
