wilayah,jenis_wilayah,tahun,bulan,bulan_ke,tpt,persentase_penduduk_miskin,gini_ratio,ipg,rls,hls,inflasi_yoy,pendidikan_indeks_sederhana,kemiskinan_pengangguran_index,gender_pendidikan_index,is_bulan_awal_tahun,is_bulan_tengah_tahun,is_bulan_akhir_tahun
Kabupaten Bogor,Kabupaten,2021,April,4,12.22,8.13,0.396,90.07,8.31,12.49,,10.4,20.35,50.235,0,1,0
Kabupaten Bogor,Kabupaten,2021,Mei,5,12.22,8.13,0.396,90.07,8.31,12.49,,10.4,20.35,50.235,0,1,0
Kabupaten Bogor,Kabupaten,2021,Juni,6,12.22,8.13,0.396,90.07,8.31,12.49,,10.4,20.35,50.235,0,1,0
Kabupaten Bogor,Kabupaten,2021,Juli,7,12.22,8.13,0.396,90.07,8.31,12.49,,10.4,20.35,50.235,0,1,0
Kabupaten Bogor,Kabupaten,2021,Agustus,8,12.22,8.13,0.396,90.07,8.31,12.49,,10.4,20.35,50.235,0,1,0
Kabupaten Bogor,Kabupaten,2021,September,9,12.22,8.13,0.396,90.07,8.31,12.49,,10.4,20.35,50.235,0,0,1
Kabupaten Bogor,Kabupaten,2021,Oktober,10,12.22,8.13,0.396,90.07,8.31,12.49,,10.4,20.35,50.235,0,0,1
Kabupaten Bogor,Kabupaten,2021,November,11,12.22,8.13,0.396,90.07,8.31,12.49,,10.4,20.35,50.235,0,0,1
Kabupaten Bogor,Kabupaten,2021,Desember,12,12.22,8.13,0.396,90.07,8.31,12.49,,10.4,20.35,50.235,0,0,1
Kabupaten Bogor,Kabupaten,2022,Januari,1,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,1,0,0
Kabupaten Bogor,Kabupaten,2022,Februari,2,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,1,0,0
Kabupaten Bogor,Kabupaten,2022,Maret,3,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,1,0,0
Kabupaten Bogor,Kabupaten,2022,April,4,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,0,1,0
Kabupaten Bogor,Kabupaten,2022,Mei,5,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,0,1,0
Kabupaten Bogor,Kabupaten,2022,Juni,6,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,0,1,0
Kabupaten Bogor,Kabupaten,2022,Juli,7,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,0,1,0
Kabupaten Bogor,Kabupaten,2022,Agustus,8,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,0,1,0
Kabupaten Bogor,Kabupaten,2022,September,9,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,0,0,1
Kabupaten Bogor,Kabupaten,2022,Oktober,10,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,0,0,1
Kabupaten Bogor,Kabupaten,2022,November,11,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,0,0,1
Kabupaten Bogor,Kabupaten,2022,Desember,12,10.64,7.73,0.4,90.7,8.34,12.5,,10.42,18.37,50.56,0,0,1
Kabupaten Bogor,Kabupaten,2023,Januari,1,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,1,0,0
Kabupaten Bogor,Kabupaten,2023,Februari,2,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,1,0,0
Kabupaten Bogor,Kabupaten,2023,Maret,3,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,1,0,0
Kabupaten Bogor,Kabupaten,2023,April,4,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,0,1,0
Kabupaten Bogor,Kabupaten,2023,Mei,5,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,0,1,0
Kabupaten Bogor,Kabupaten,2023,Juni,6,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,0,1,0
Kabupaten Bogor,Kabupaten,2023,Juli,7,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,0,1,0
Kabupaten Bogor,Kabupaten,2023,Agustus,8,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,0,1,0
Kabupaten Bogor,Kabupaten,2023,September,9,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,0,0,1
Kabupaten Bogor,Kabupaten,2023,Oktober,10,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,0,0,1
Kabupaten Bogor,Kabupaten,2023,November,11,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,0,0,1
Kabupaten Bogor,Kabupaten,2023,Desember,12,8.47,7.27,0.369,90.93,8.37,12.64,,10.505,15.74,50.7175,0,0,1
Kabupaten Bogor,Kabupaten,2024,Januari,1,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,1,0,0
Kabupaten Bogor,Kabupaten,2024,Februari,2,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,1,0,0
Kabupaten Bogor,Kabupaten,2024,Maret,3,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,1,0,0
Kabupaten Bogor,Kabupaten,2024,April,4,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,0,1,0
Kabupaten Bogor,Kabupaten,2024,Mei,5,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,0,1,0
Kabupaten Bogor,Kabupaten,2024,Juni,6,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,0,1,0
Kabupaten Bogor,Kabupaten,2024,Juli,7,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,0,1,0
Kabupaten Bogor,Kabupaten,2024,Agustus,8,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,0,1,0
Kabupaten Bogor,Kabupaten,2024,September,9,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,0,0,1
Kabupaten Bogor,Kabupaten,2024,Oktober,10,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,0,0,1
Kabupaten Bogor,Kabupaten,2024,November,11,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,0,0,1
Kabupaten Bogor,Kabupaten,2024,Desember,12,7.34,7.05,0.398,90.98,8.39,12.75,,10.57,14.39,50.775000000000006,0,0,1
Kabupaten Bogor,Kabupaten,2025,Januari,1,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,1,0,0
Kabupaten Bogor,Kabupaten,2025,Februari,2,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,1,0,0
Kabupaten Bogor,Kabupaten,2025,Maret,3,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,1,0,0
Kabupaten Bogor,Kabupaten,2025,April,4,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,0,1,0
Kabupaten Bogor,Kabupaten,2025,Mei,5,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,0,1,0
Kabupaten Bogor,Kabupaten,2025,Juni,6,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,0,1,0
Kabupaten Bogor,Kabupaten,2025,Juli,7,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,0,1,0
Kabupaten Bogor,Kabupaten,2025,Agustus,8,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,0,1,0
Kabupaten Bogor,Kabupaten,2025,September,9,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,0,0,1
Kabupaten Bogor,Kabupaten,2025,Oktober,10,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,0,0,1
Kabupaten Bogor,Kabupaten,2025,November,11,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,0,0,1
Kabupaten Bogor,Kabupaten,2025,Desember,12,,6.26,0.38,90.94,8.72,12.76,,10.74,,50.84,0,0,1
Kabupaten Ciamis,Kabupaten,2021,Januari,1,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,1,0,0
Kabupaten Ciamis,Kabupaten,2021,Februari,2,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,1,0,0
Kabupaten Ciamis,Kabupaten,2021,Maret,3,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,1,0,0
Kabupaten Ciamis,Kabupaten,2021,April,4,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,0,1,0
Kabupaten Ciamis,Kabupaten,2021,Mei,5,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,0,1,0
Kabupaten Ciamis,Kabupaten,2021,Juni,6,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,0,1,0
Kabupaten Ciamis,Kabupaten,2021,Juli,7,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,0,1,0
Kabupaten Ciamis,Kabupaten,2021,Agustus,8,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,0,1,0
Kabupaten Ciamis,Kabupaten,2021,September,9,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,0,0,1
Kabupaten Ciamis,Kabupaten,2021,Oktober,10,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,0,0,1
Kabupaten Ciamis,Kabupaten,2021,November,11,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,0,0,1
Kabupaten Ciamis,Kabupaten,2021,Desember,12,5.06,7.97,0.342,87.31,7.9,14.2,,11.05,13.03,49.18,0,0,1
Kabupaten Ciamis,Kabupaten,2022,Januari,1,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,1,0,0
Kabupaten Ciamis,Kabupaten,2022,Februari,2,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,1,0,0
Kabupaten Ciamis,Kabupaten,2022,Maret,3,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,1,0,0
Kabupaten Ciamis,Kabupaten,2022,April,4,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,0,1,0
Kabupaten Ciamis,Kabupaten,2022,Mei,5,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,0,1,0
Kabupaten Ciamis,Kabupaten,2022,Juni,6,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,0,1,0
Kabupaten Ciamis,Kabupaten,2022,Juli,7,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,0,1,0
Kabupaten Ciamis,Kabupaten,2022,Agustus,8,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,0,1,0
Kabupaten Ciamis,Kabupaten,2022,September,9,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,0,0,1
Kabupaten Ciamis,Kabupaten,2022,Oktober,10,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,0,0,1
Kabupaten Ciamis,Kabupaten,2022,November,11,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,0,0,1
Kabupaten Ciamis,Kabupaten,2022,Desember,12,3.75,7.72,0.337,87.86,8.0,14.28,,11.14,11.47,49.5,0,0,1
Kabupaten Ciamis,Kabupaten,2023,Januari,1,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,1,0,0
Kabupaten Ciamis,Kabupaten,2023,Februari,2,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,1,0,0
Kabupaten Ciamis,Kabupaten,2023,Maret,3,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,1,0,0
Kabupaten Ciamis,Kabupaten,2023,April,4,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,0,1,0
Kabupaten Ciamis,Kabupaten,2023,Mei,5,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,0,1,0
Kabupaten Ciamis,Kabupaten,2023,Juni,6,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,0,1,0
Kabupaten Ciamis,Kabupaten,2023,Juli,7,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,0,1,0
Kabupaten Ciamis,Kabupaten,2023,Agustus,8,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,0,1,0
Kabupaten Ciamis,Kabupaten,2023,September,9,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,0,0,1
Kabupaten Ciamis,Kabupaten,2023,Oktober,10,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,0,0,1
Kabupaten Ciamis,Kabupaten,2023,November,11,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,0,0,1
Kabupaten Ciamis,Kabupaten,2023,Desember,12,3.52,7.42,0.341,88.01,8.09,14.29,,11.19,10.94,49.6,0,0,1
Kabupaten Ciamis,Kabupaten,2024,Januari,1,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,1,0,0
Kabupaten Ciamis,Kabupaten,2024,Februari,2,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,1,0,0
Kabupaten Ciamis,Kabupaten,2024,Maret,3,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,1,0,0
Kabupaten Ciamis,Kabupaten,2024,April,4,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,0,1,0
Kabupaten Ciamis,Kabupaten,2024,Mei,5,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,0,1,0
Kabupaten Ciamis,Kabupaten,2024,Juni,6,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,0,1,0
Kabupaten Ciamis,Kabupaten,2024,Juli,7,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,0,1,0
Kabupaten Ciamis,Kabupaten,2024,Agustus,8,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,0,1,0
Kabupaten Ciamis,Kabupaten,2024,September,9,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,0,0,1
Kabupaten Ciamis,Kabupaten,2024,Oktober,10,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,0,0,1
Kabupaten Ciamis,Kabupaten,2024,November,11,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,0,0,1
Kabupaten Ciamis,Kabupaten,2024,Desember,12,3.37,7.39,0.326,88.29,8.1,14.3,,11.2,10.76,49.745000000000005,0,0,1
Kabupaten Ciamis,Kabupaten,2025,Januari,1,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,1,0,0
Kabupaten Ciamis,Kabupaten,2025,Februari,2,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,1,0,0
Kabupaten Ciamis,Kabupaten,2025,Maret,3,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,1,0,0
Kabupaten Ciamis,Kabupaten,2025,April,4,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,0,1,0
Kabupaten Ciamis,Kabupaten,2025,Mei,5,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,0,1,0
Kabupaten Ciamis,Kabupaten,2025,Juni,6,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,0,1,0
Kabupaten Ciamis,Kabupaten,2025,Juli,7,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,0,1,0
Kabupaten Ciamis,Kabupaten,2025,Agustus,8,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,0,1,0
Kabupaten Ciamis,Kabupaten,2025,September,9,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,0,0,1
Kabupaten Ciamis,Kabupaten,2025,Oktober,10,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,0,0,1
Kabupaten Ciamis,Kabupaten,2025,November,11,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,0,0,1
Kabupaten Ciamis,Kabupaten,2025,Desember,12,,7.19,0.34,89.11,8.23,14.31,,11.27,,50.19,0,0,1
Kabupaten Cianjur,Kabupaten,2021,Januari,1,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,1,0,0
Kabupaten Cianjur,Kabupaten,2021,Februari,2,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,1,0,0
Kabupaten Cianjur,Kabupaten,2021,Maret,3,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,1,0,0
Kabupaten Cianjur,Kabupaten,2021,April,4,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,0,1,0
Kabupaten Cianjur,Kabupaten,2021,Mei,5,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,0,1,0
Kabupaten Cianjur,Kabupaten,2021,Juni,6,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,0,1,0
Kabupaten Cianjur,Kabupaten,2021,Juli,7,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,0,1,0
Kabupaten Cianjur,Kabupaten,2021,Agustus,8,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,0,1,0
Kabupaten Cianjur,Kabupaten,2021,September,9,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,0,0,1
Kabupaten Cianjur,Kabupaten,2021,Oktober,10,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,0,0,1
Kabupaten Cianjur,Kabupaten,2021,November,11,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,0,0,1
Kabupaten Cianjur,Kabupaten,2021,Desember,12,9.32,11.18,0.372,84.92,7.19,12.0,,9.595,20.5,47.2575,0,0,1
Kabupaten Cianjur,Kabupaten,2022,Januari,1,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,1,0,0
Kabupaten Cianjur,Kabupaten,2022,Februari,2,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,1,0,0
Kabupaten Cianjur,Kabupaten,2022,Maret,3,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,1,0,0
Kabupaten Cianjur,Kabupaten,2022,April,4,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,0,1,0
Kabupaten Cianjur,Kabupaten,2022,Mei,5,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,0,1,0
Kabupaten Cianjur,Kabupaten,2022,Juni,6,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,0,1,0
Kabupaten Cianjur,Kabupaten,2022,Juli,7,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,0,1,0
Kabupaten Cianjur,Kabupaten,2022,Agustus,8,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,0,1,0
Kabupaten Cianjur,Kabupaten,2022,September,9,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,0,0,1
Kabupaten Cianjur,Kabupaten,2022,Oktober,10,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,0,0,1
Kabupaten Cianjur,Kabupaten,2022,November,11,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,0,0,1
Kabupaten Cianjur,Kabupaten,2022,Desember,12,8.41,10.55,0.313,85.56,7.2,12.01,,9.605,18.96,47.5825,0,0,1
Kabupaten Cianjur,Kabupaten,2023,Januari,1,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,1,0,0
Kabupaten Cianjur,Kabupaten,2023,Februari,2,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,1,0,0
Kabupaten Cianjur,Kabupaten,2023,Maret,3,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,1,0,0
Kabupaten Cianjur,Kabupaten,2023,April,4,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,0,1,0
Kabupaten Cianjur,Kabupaten,2023,Mei,5,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,0,1,0
Kabupaten Cianjur,Kabupaten,2023,Juni,6,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,0,1,0
Kabupaten Cianjur,Kabupaten,2023,Juli,7,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,0,1,0
Kabupaten Cianjur,Kabupaten,2023,Agustus,8,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,0,1,0
Kabupaten Cianjur,Kabupaten,2023,September,9,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,0,0,1
Kabupaten Cianjur,Kabupaten,2023,Oktober,10,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,0,0,1
Kabupaten Cianjur,Kabupaten,2023,November,11,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,0,0,1
Kabupaten Cianjur,Kabupaten,2023,Desember,12,7.71,10.22,0.319,85.88,7.22,12.03,,9.625,17.93,47.7525,0,0,1
Kabupaten Cianjur,Kabupaten,2024,Januari,1,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,1,0,0
Kabupaten Cianjur,Kabupaten,2024,Februari,2,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,1,0,0
Kabupaten Cianjur,Kabupaten,2024,Maret,3,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,1,0,0
Kabupaten Cianjur,Kabupaten,2024,April,4,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,0,1,0
Kabupaten Cianjur,Kabupaten,2024,Mei,5,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,0,1,0
Kabupaten Cianjur,Kabupaten,2024,Juni,6,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,0,1,0
Kabupaten Cianjur,Kabupaten,2024,Juli,7,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,0,1,0
Kabupaten Cianjur,Kabupaten,2024,Agustus,8,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,0,1,0
Kabupaten Cianjur,Kabupaten,2024,September,9,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,0,0,1
Kabupaten Cianjur,Kabupaten,2024,Oktober,10,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,0,0,1
Kabupaten Cianjur,Kabupaten,2024,November,11,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,0,0,1
Kabupaten Cianjur,Kabupaten,2024,Desember,12,5.99,10.14,0.338,86.22,7.33,12.04,,9.685,16.130000000000003,47.9525,0,0,1
Kabupaten Cianjur,Kabupaten,2025,Januari,1,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,1,0,0
Kabupaten Cianjur,Kabupaten,2025,Februari,2,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,1,0,0
Kabupaten Cianjur,Kabupaten,2025,Maret,3,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,1,0,0
Kabupaten Cianjur,Kabupaten,2025,April,4,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,0,1,0
Kabupaten Cianjur,Kabupaten,2025,Mei,5,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,0,1,0
Kabupaten Cianjur,Kabupaten,2025,Juni,6,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,0,1,0
Kabupaten Cianjur,Kabupaten,2025,Juli,7,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,0,1,0
Kabupaten Cianjur,Kabupaten,2025,Agustus,8,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,0,1,0
Kabupaten Cianjur,Kabupaten,2025,September,9,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,0,0,1
Kabupaten Cianjur,Kabupaten,2025,Oktober,10,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,0,0,1
Kabupaten Cianjur,Kabupaten,2025,November,11,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,0,0,1
Kabupaten Cianjur,Kabupaten,2025,Desember,12,,9.82,0.344,86.48,7.62,12.31,,9.965,,48.2225,0,0,1
Kabupaten Cirebon,Kabupaten,2021,Januari,1,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,1,0,0
Kabupaten Cirebon,Kabupaten,2021,Februari,2,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,1,0,0
Kabupaten Cirebon,Kabupaten,2021,Maret,3,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,1,0,0
Kabupaten Cirebon,Kabupaten,2021,April,4,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,0,1,0
Kabupaten Cirebon,Kabupaten,2021,Mei,5,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,0,1,0
Kabupaten Cirebon,Kabupaten,2021,Juni,6,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,0,1,0
Kabupaten Cirebon,Kabupaten,2021,Juli,7,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,0,1,0
Kabupaten Cirebon,Kabupaten,2021,Agustus,8,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,0,1,0
Kabupaten Cirebon,Kabupaten,2021,September,9,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,0,0,1
Kabupaten Cirebon,Kabupaten,2021,Oktober,10,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,0,0,1
Kabupaten Cirebon,Kabupaten,2021,November,11,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,0,0,1
Kabupaten Cirebon,Kabupaten,2021,Desember,12,10.38,12.3,0.339,84.12,7.1,12.27,,9.685,22.68,46.9025,0,0,1
Kabupaten Cirebon,Kabupaten,2022,Januari,1,8.11,12.01,0.355,84.69,7.4,12.28,,9.84,20.12,47.265,1,0,0
Kabupaten Cirebon,Kabupaten,2022,Februari,2,8.11,12.01,0.355,84.69,7.4,12.28,,9.84,20.12,47.265,1,0,0
Kabupaten Cirebon,Kabupaten,2022,Maret,3,8.11,12.01,0.355,84.69,7.4,12.28,,9.84,20.12,47.265,1,0,0
Kabupaten Cirebon,Kabupaten,2022,April,4,8.11,12.01,0.355,84.69,7.4,12.28,,9.84,20.12,47.265,0,1,0
Kabupaten Cirebon,Kabupaten,2022,Mei,5,8.11,12.01,0.355,84.69,7.4,12.28,,9.84,20.12,47.265,0,1,0
Kabupaten Cirebon,Kabupaten,2022,Juni,6,8.11,12.01,0.355,84.69,7.4,12.28,,9.84,20.12,47.265,0,1,0
Kabupaten Cirebon,Kabupaten,2022,Juli,7,8.11,12.01,0.355,84.69,7.4,12.28,,9.84,20.12,47.265,0,1,0
